,gameResult,oChamp1,oChamp2,oChamp3,oChamp4,oChamp5,eChamp1,eChamp2,eChamp3,eChamp4,eChamp5
3928,0,27,20,75,3,39,15,28,98,13,41
3929,1,16,20,75,3,39,4,20,17,13,35
3930,1,0,22,21,72,18,77,18,73,78,35
3931,0,72,20,98,12,28,0,4,59,70,43
3932,1,72,10,12,77,28,53,15,17,40,14
3933,0,84,9,93,52,12,47,28,73,2,43
3934,1,27,10,2,3,24,32,4,22,28,43
3935,0,84,11,43,38,32,63,28,2,76,43
3936,0,42,17,76,40,29,21,9,74,34,17
3937,1,25,20,43,72,37,0,9,22,28,43
3938,1,27,25,75,40,12,49,18,17,54,34
3939,0,67,22,17,1,2,77,18,73,27,26
3940,1,0,11,98,12,1,58,40,73,27,34
3941,1,72,31,98,29,39,23,31,10,47,34
3942,0,84,10,43,12,25,31,20,59,40,32
3943,1,62,10,34,3,7,23,20,81,25,35
3944,1,19,2,14,3,12,56,23,55,13,34
3945,1,67,4,45,3,45,77,14,55,13,14
3946,0,84,22,46,3,25,31,40,10,13,14
3947,0,84,5,0,63,29,4,4,62,2,43
3948,0,27,20,75,3,39,15,28,98,13,41
3949,0,55,20,16,3,15,13,9,73,13,14
3950,1,16,39,17,38,29,69,18,42,2,43
3951,0,45,19,43,29,38,23,9,22,2,35
3952,0,16,31,20,28,39,53,20,74,28,6
3953,0,84,25,81,28,39,13,9,98,2,41
3954,0,27,22,29,3,29,0,4,74,13,29
3955,1,0,22,21,72,18,77,18,73,78,35
3956,0,72,20,98,12,28,0,4,59,70,43
3957,1,44,19,43,3,15,77,28,74,13,48
3958,0,84,10,75,47,47,35,20,50,2,43
3959,1,19,20,7,3,39,35,20,65,34,42
3960,0,27,20,75,3,39,15,28,98,13,41
3961,1,34,32,16,72,28,38,23,74,2,43
3962,0,76,31,10,39,28,48,4,89,2,43
3963,0,62,4,43,3,25,77,18,67,11,43
3964,1,40,10,40,3,39,21,5,44,28,8
3965,1,82,31,58,3,39,35,4,62,8,26
3966,0,85,37,45,3,39,77,18,42,81,34
3967,1,55,47,21,12,45,68,18,42,2,43
3968,1,84,17,98,3,39,63,4,95,40,5
3969,0,55,24,45,72,12,23,40,10,13,35
3970,0,25,11,63,12,29,2,40,44,2,8
3971,1,45,5,77,3,39,39,4,31,13,14
3972,1,45,22,77,10,15,22,18,98,2,14
3973,0,84,11,43,3,20,69,5,59,13,48
3974,1,26,10,75,29,29,23,17,42,2,8
3975,0,84,22,75,38,20,23,18,42,2,43
3976,0,76,41,43,3,18,77,5,62,60,43
3977,1,27,20,75,3,39,15,28,98,13,41
3978,1,84,17,81,30,28,15,28,98,13,22
3979,0,85,4,75,25,12,15,20,98,13,48
3980,0,84,5,10,10,39,15,20,17,2,31
3981,0,27,42,75,3,29,15,12,34,40,13
3982,1,0,16,98,40,3,15,20,81,11,43
3983,0,58,4,22,71,45,23,14,28,13,43
3984,0,0,10,34,40,45,15,18,14,39,34
3985,1,19,17,82,63,15,22,9,81,2,48
3986,1,62,16,91,3,15,15,4,98,40,48
3987,1,19,7,57,40,12,53,20,87,13,48
3988,0,68,4,57,29,39,15,18,2,69,14
3989,1,19,39,10,3,18,0,28,21,13,6
3990,1,19,10,98,12,45,23,18,45,27,26
3991,0,84,10,68,40,14,15,36,81,2,48
3992,0,72,10,50,40,45,15,12,67,2,43
3993,0,19,10,67,3,2,35,18,57,39,34
3994,0,45,22,85,12,26,15,4,22,28,35
3995,0,19,39,95,3,15,25,17,22,28,6
3996,1,19,13,60,3,39,0,4,69,27,12
3997,1,55,42,74,12,12,76,15,81,40,48
3998,1,0,10,46,3,14,58,28,17,27,26
3999,1,62,4,37,80,9,77,36,74,10,11
4000,1,84,29,43,12,37,39,40,2,28,35
4001,1,27,20,75,3,39,15,28,98,13,41
4002,1,84,17,81,30,28,15,28,98,13,22
4003,1,27,19,16,29,20,38,36,44,13,48
4004,1,27,22,95,28,29,77,4,77,13,31
4005,0,67,10,10,29,39,60,23,36,3,14
4006,1,27,31,75,26,18,19,40,18,12,14
4007,0,81,10,70,12,2,63,17,67,2,8
4008,0,62,4,70,12,8,77,9,98,27,5
4009,1,62,5,26,3,39,77,9,36,13,14
4010,0,23,37,45,58,31,70,28,89,2,14
4011,0,27,4,63,3,20,58,40,18,78,14
4012,0,36,13,95,4,2,0,36,62,60,41
4013,0,72,10,12,77,28,53,15,17,40,14
4014,1,42,13,16,28,39,75,28,74,13,48
4015,0,27,39,98,38,12,58,28,42,60,26
4016,1,9,20,10,12,28,4,15,73,27,31
4017,1,47,20,88,28,39,13,9,89,60,35
4018,1,27,20,75,3,39,15,28,98,13,41
4019,0,25,10,12,40,29,35,20,30,2,48
4020,1,84,22,12,3,6,0,4,44,60,48
4021,0,0,31,76,3,2,53,21,81,40,43
4022,1,0,42,43,28,0,23,18,2,28,19
4023,0,27,31,76,3,2,53,5,62,13,31
4024,1,62,17,81,12,37,48,5,2,27,35
4025,1,50,31,37,3,14,23,23,74,26,5
4026,1,27,16,63,29,29,79,17,98,69,26
4027,0,6,10,29,3,11,63,18,42,40,43
4028,0,0,22,63,40,9,23,4,67,2,43
4029,0,79,42,76,56,3,17,36,62,40,43
4030,0,62,4,89,3,2,47,18,42,28,6
4031,1,25,4,49,3,25,23,34,73,28,5
4032,0,27,20,75,28,2,35,5,21,13,14
4033,0,29,31,98,28,20,23,40,74,57,5
4034,0,16,22,93,28,29,47,15,42,13,14
4035,0,27,5,12,58,25,71,9,17,13,14
4036,0,62,20,43,3,3,31,9,22,68,35
4037,1,15,31,75,29,29,3,18,73,38,5
4038,1,6,31,44,3,3,19,36,67,68,35
4039,1,25,20,43,72,37,0,9,22,28,43
4040,1,84,25,10,40,25,39,5,59,68,35
4041,1,72,22,31,79,28,37,28,81,28,43
4042,0,0,22,93,28,29,1,9,74,2,5
4043,1,30,31,12,40,29,47,18,68,68,19
4044,0,84,25,74,28,29,19,9,81,2,43
4045,1,23,22,31,72,12,15,17,98,57,48
4046,1,84,29,43,12,37,39,40,2,28,35
4047,1,27,20,75,3,39,15,28,98,13,41
4048,0,23,10,98,63,29,0,4,43,78,31
4049,1,55,31,33,71,29,39,9,98,27,8
4050,0,0,4,21,12,45,21,28,74,38,5
4051,0,27,10,2,3,24,32,4,22,28,43
4052,1,27,20,21,29,29,4,28,73,2,42
4053,1,0,22,67,29,29,22,28,74,13,43
4054,1,82,31,81,3,3,58,40,36,68,14
4055,1,65,19,75,58,39,18,9,42,69,1
4056,0,62,20,43,3,3,31,9,22,68,35
4057,1,15,31,75,29,29,3,18,73,38,5
4058,1,6,31,44,3,3,19,36,67,68,35
4059,1,25,20,43,72,37,0,9,22,28,43
4060,1,84,25,10,40,25,39,5,59,68,35
4061,1,72,22,31,79,28,37,28,81,28,43
4062,0,0,22,93,28,29,1,9,74,2,5
4063,1,30,31,12,40,29,47,18,68,68,19
4064,0,84,25,74,28,29,19,9,81,2,43
4065,1,23,22,31,72,12,15,17,98,57,48
4066,1,84,29,43,12,37,39,40,2,28,35
4067,1,27,20,75,3,39,15,28,98,13,41
4068,0,23,10,98,63,29,0,4,43,78,31
4069,1,55,31,33,71,29,39,9,98,27,8
4070,0,84,25,81,28,39,13,9,98,2,41
4071,0,67,22,45,28,12,77,4,42,40,48
4072,1,72,10,16,40,23,58,18,74,2,43
4073,0,0,4,21,12,45,21,28,74,38,5
4074,0,27,10,2,3,24,32,4,22,28,43
4075,1,27,20,21,29,29,4,28,73,2,42
4076,1,56,40,65,12,12,58,18,74,39,34
4077,1,76,4,9,3,39,63,18,74,40,35
4078,0,63,42,44,12,12,63,9,12,3,31
4079,0,84,17,81,30,28,15,28,98,13,22
4080,1,76,31,2,63,37,77,18,81,2,42
4081,0,72,31,0,58,7,38,18,98,40,26
4082,0,53,20,16,12,12,38,9,74,70,5
4083,1,45,10,75,72,12,15,28,2,78,32
4084,1,84,20,20,12,39,76,4,62,40,6
4085,1,0,22,16,29,29,38,18,62,2,43
4086,1,67,10,17,53,2,38,7,62,40,43
4087,0,84,42,21,28,2,52,9,98,40,31
4088,1,45,20,75,28,25,77,9,67,43,34
4089,0,42,16,62,80,29,76,36,28,39,34
4090,1,27,1,67,19,39,63,17,48,28,6
4091,0,45,35,36,72,28,47,14,18,60,6
4092,1,6,10,45,39,28,23,28,8,13,26
4093,1,5,4,31,12,12,77,20,62,28,43
4094,0,42,4,63,5,25,38,17,98,78,47
4095,0,27,22,44,26,39,38,18,42,13,14
4096,0,19,31,16,40,2,22,31,73,2,43
4097,1,73,31,43,4,2,48,20,33,2,26
4098,0,42,20,44,29,24,15,15,17,2,48
4099,1,84,10,14,3,7,23,28,74,40,48
4100,1,25,4,8,4,12,73,9,19,40,48
4101,0,29,4,93,3,25,23,9,1,27,35
4102,1,62,20,1,12,12,77,20,73,40,35
4103,0,26,10,2,12,45,15,17,1,57,14
4104,0,16,10,21,3,0,56,15,30,11,31
4105,1,84,22,95,12,45,22,9,81,28,31
4106,0,62,17,98,3,28,77,4,44,13,48
4107,1,68,31,81,12,14,15,15,10,2,24
4108,0,0,5,98,56,28,32,4,31,27,43
4109,1,62,4,37,80,9,77,36,74,10,11
4110,0,62,20,21,12,37,77,8,91,9,1
4111,0,63,42,44,12,12,63,9,12,3,31
4112,0,84,17,81,30,28,15,28,98,13,22
4113,0,55,31,33,71,29,39,9,98,27,8
4114,1,82,10,4,12,39,0,15,98,28,35
4115,1,72,17,34,3,39,77,28,22,28,5
4116,0,84,20,74,39,28,23,28,22,28,35
4117,0,60,31,75,29,8,21,18,65,13,14
4118,0,14,19,75,38,12,63,15,98,40,48
4119,0,84,17,81,30,28,15,28,98,13,22
4120,0,85,4,75,25,12,15,20,98,13,48
4121,1,84,42,74,12,45,47,18,14,2,35
4122,1,25,42,21,28,12,75,9,44,13,5
4123,1,8,19,40,3,39,22,9,22,28,6
4124,0,27,20,21,29,29,4,28,73,2,42
4125,0,27,20,2,3,23,35,23,12,28,8
4126,0,72,20,21,3,25,77,4,12,28,43
4127,1,25,10,12,40,29,35,20,30,2,48
4128,1,0,13,98,29,29,53,20,28,13,48
4129,1,84,4,98,39,28,39,31,42,2,14
4130,1,84,22,75,40,0,22,24,17,2,26
4131,0,56,10,43,12,45,77,10,98,2,43
4132,1,16,4,75,29,28,53,18,42,13,48
4133,0,72,10,57,28,26,53,18,74,13,48
4134,0,52,4,57,58,45,70,40,22,13,14
4135,1,0,17,75,12,14,58,7,17,40,48
4136,0,62,20,43,3,3,31,9,22,68,35
4137,1,62,10,14,73,2,15,40,44,2,26
4138,1,19,31,16,40,2,22,31,73,2,43
4139,1,0,10,12,29,39,23,40,73,69,14
4140,0,84,4,98,72,29,35,37,0,28,29
4141,1,62,10,43,12,12,58,4,74,24,33
4142,0,23,4,29,40,45,0,20,62,2,43
4143,1,45,31,44,72,12,23,4,44,60,5
4144,0,14,10,81,41,29,47,18,98,68,48
4145,1,44,20,8,3,25,23,28,98,40,32
4146,0,62,4,37,80,9,77,36,74,10,11
4147,0,84,5,0,63,29,4,4,62,2,43
4148,1,72,31,43,3,12,0,18,22,13,35
4149,1,84,17,81,30,28,15,28,98,13,22
4150,1,16,19,46,28,20,15,9,57,2,10
4151,1,16,42,37,12,45,53,28,74,25,10
4152,0,50,20,45,12,45,0,28,73,27,14
4153,0,26,7,95,63,29,4,4,62,2,11
4154,0,90,42,29,12,12,53,20,44,28,35
4155,0,25,19,21,12,29,2,23,74,78,12
4156,1,84,11,21,3,47,58,7,73,40,14
4157,1,62,39,31,40,28,52,28,10,2,26
4158,0,0,10,81,56,28,53,20,14,27,5
4159,1,67,22,17,1,2,77,18,73,27,26
4160,1,72,31,81,12,12,2,20,31,27,35
4161,1,5,10,44,29,29,0,36,59,2,14
4162,1,26,4,74,28,38,56,31,80,39,34
4163,1,72,31,43,3,12,0,18,22,13,35
4164,1,84,17,81,30,28,15,28,98,13,22
4165,1,72,4,80,3,2,52,18,43,13,34
4166,0,84,5,10,10,39,15,20,17,2,31
4167,0,0,39,34,3,39,16,28,15,3,34
4168,1,82,10,37,13,28,4,10,98,2,43
4169,1,65,20,75,3,39,23,40,42,40,35
4170,0,0,42,98,3,3,53,4,44,13,21
4171,0,62,5,26,3,39,77,9,36,13,14
4172,0,82,35,81,3,15,0,17,74,13,48
4173,0,0,22,21,72,18,77,18,73,78,35
4174,0,67,22,45,26,27,47,9,22,13,5
4175,1,78,4,65,3,39,38,18,42,13,34
4176,1,0,4,21,3,28,21,40,57,28,35
4177,1,85,22,59,12,2,77,28,22,28,9
4178,1,23,16,93,7,39,13,4,77,28,42
4179,0,56,39,63,28,2,53,4,77,28,43
4180,0,84,24,45,12,28,4,35,42,57,48
4181,1,0,42,81,12,11,38,28,17,57,48
4182,1,5,5,66,29,23,2,40,71,2,43
4183,0,85,39,75,6,0,58,4,89,23,5
4184,0,42,5,29,72,2,24,4,73,57,48
4185,0,42,5,74,40,12,0,17,17,28,17
4186,0,26,5,31,12,45,56,17,17,7,26
4187,1,0,20,43,72,28,22,4,9,34,42
4188,1,67,11,58,2,25,24,4,9,2,28
4189,0,84,42,3,12,25,37,10,17,27,35
4190,1,76,4,9,3,39,63,18,74,40,35
4191,0,27,20,44,3,45,47,17,17,13,43
4192,0,62,19,16,38,2,52,10,36,13,35
4193,0,27,19,16,29,20,38,36,44,13,48
4194,0,84,19,21,3,18,25,18,17,39,34
4195,1,85,20,44,10,2,49,17,17,13,14
4196,1,57,39,63,29,29,39,4,65,13,48
4197,1,55,4,81,12,45,0,40,67,2,31
4198,0,85,4,77,37,20,35,18,98,13,48
4199,1,42,39,68,28,29,21,40,17,28,11
4200,0,84,4,63,12,2,38,18,43,40,14
4201,1,85,39,75,6,0,58,4,89,23,5
4202,1,45,4,60,3,39,77,9,21,60,42
4203,0,1,10,46,12,12,23,17,62,57,48
4204,1,67,10,75,29,0,53,20,17,2,41
4205,0,26,5,31,12,45,56,17,17,7,26
4206,1,0,20,43,72,28,22,4,9,34,42
4207,1,67,11,58,2,25,24,4,9,2,28
4208,0,84,42,3,12,25,37,10,17,27,35
4209,1,76,4,9,3,39,63,18,74,40,35
4210,0,27,20,44,3,45,47,17,17,13,43
4211,0,62,19,16,38,2,52,10,36,13,35
4212,0,27,19,16,29,20,38,36,44,13,48
4213,0,84,19,21,3,18,25,18,17,39,34
4214,1,85,20,44,10,2,49,17,17,13,14
4215,1,27,22,2,3,3,4,17,17,13,5
4216,0,82,4,95,29,12,56,9,69,13,5
4217,0,19,31,16,40,2,22,31,73,2,43
4218,0,62,25,74,3,39,77,31,43,27,10
4219,0,82,22,77,12,45,7,22,61,36,34
4220,1,68,20,58,29,39,15,17,45,27,35
4221,0,62,11,44,12,2,0,18,81,57,14
4222,0,51,42,36,40,45,53,28,45,2,43
4223,1,0,22,98,29,39,4,28,45,40,48
4224,1,3,10,75,38,39,23,20,98,13,14
4225,0,0,42,81,12,45,4,12,42,2,5
4226,0,23,22,31,78,14,77,9,22,13,26
4227,1,57,19,81,40,45,53,9,74,22,35
4228,1,45,10,21,40,45,23,17,36,27,14
4229,0,16,16,75,3,0,25,9,73,13,35
4230,0,27,19,16,29,20,38,36,44,13,48
4231,0,27,42,75,3,29,15,12,34,40,13
4232,1,26,17,27,3,39,19,40,73,27,6
4233,1,55,31,74,40,12,77,2,22,28,43
4234,0,5,22,31,29,39,13,9,35,2,26
4235,0,16,16,75,3,0,25,9,73,13,35
4236,0,27,19,16,29,20,38,36,44,13,48
4237,0,16,20,75,3,39,4,20,17,13,35
4238,1,47,20,70,29,9,47,9,98,13,43
4239,1,72,20,98,12,28,0,4,59,70,43
4240,0,72,16,57,12,29,57,15,89,2,43
4241,0,27,39,98,38,12,58,28,42,60,26
4242,1,55,31,36,12,12,53,31,98,25,48
4243,1,27,20,81,73,12,77,20,62,13,19
4244,0,0,22,75,29,29,23,9,42,8,43
4245,1,72,10,8,39,28,47,40,31,8,43
4246,1,43,10,16,28,39,24,18,74,2,48
4247,1,72,10,21,3,39,77,17,17,54,34
4248,1,84,22,70,29,26,22,14,45,13,48
4249,1,19,13,67,29,39,22,18,81,13,14
4250,0,25,31,12,58,45,33,40,30,13,26
4251,1,25,22,43,12,0,23,36,65,40,35
4252,0,5,31,75,12,20,47,8,91,69,14
4253,0,0,10,67,28,11,58,20,74,40,25
4254,1,45,31,81,29,29,21,8,91,2,14
4255,1,27,19,16,29,20,38,36,44,13,48
4256,1,45,9,93,3,12,15,9,81,13,26
4257,1,45,4,45,40,45,46,20,1,13,43
4258,1,45,10,2,12,12,42,20,91,38,34
4259,1,67,46,74,12,9,46,9,72,32,34
4260,0,45,31,75,12,29,48,20,0,38,34
4261,1,84,31,20,3,25,38,18,42,40,34
4262,0,0,10,2,63,14,77,17,17,13,43
4263,0,12,39,45,3,39,69,20,31,60,31
4264,0,45,31,2,12,45,63,18,98,2,14
4265,0,16,39,16,28,29,38,18,2,13,34
4266,1,19,9,45,42,28,38,40,98,2,41
4267,1,30,10,91,12,2,13,5,95,27,20
4268,0,19,25,45,65,20,13,47,73,57,14
4269,1,76,10,46,7,39,35,4,88,2,26
4270,1,45,4,77,12,45,63,28,11,25,14
4271,1,84,5,43,29,25,38,18,43,13,14
4272,1,84,39,45,3,28,38,4,59,40,48
4273,1,84,39,12,12,20,22,20,80,2,17
4274,1,84,20,20,12,25,19,28,74,28,42
4275,1,55,22,63,3,15,23,4,77,60,14
4276,0,27,37,77,34,38,71,5,65,2,43
4277,1,84,20,75,72,2,59,5,59,13,35
4278,0,26,10,75,26,25,77,42,17,13,32
4279,1,62,11,44,12,2,0,18,81,57,14
4280,1,57,20,21,12,2,21,20,12,3,31
4281,1,67,17,75,58,2,36,18,58,13,14
4282,0,16,4,45,3,12,0,10,74,40,5
4283,1,55,10,75,26,2,53,20,17,13,26
4284,0,9,42,44,12,20,24,20,98,2,14
4285,0,56,4,91,80,20,63,23,81,13,14
4286,1,72,17,81,12,2,77,9,22,27,31
4287,1,84,22,60,12,14,38,18,22,28,14
4288,1,66,19,43,12,7,31,9,74,2,34
4289,0,0,20,43,72,28,22,4,9,34,42
4290,0,36,20,43,3,45,53,9,74,76,26
4291,0,76,4,9,3,39,63,18,74,40,35
4292,0,27,20,44,3,45,47,17,17,13,43
4293,1,62,19,16,38,2,52,10,36,13,35
4294,1,27,19,16,29,20,38,36,44,13,48
4295,1,0,31,16,12,2,35,18,74,28,48
4296,1,84,10,58,3,45,49,37,73,40,5
4297,0,84,22,12,3,6,0,4,44,60,48
4298,0,32,10,31,63,29,5,18,89,2,39
4299,1,84,31,98,26,34,66,5,45,13,14
4300,0,72,31,81,72,45,75,40,55,13,14
4301,1,57,39,93,72,12,58,40,81,13,48
4302,1,25,5,81,72,45,23,23,14,40,35
4303,0,84,4,20,72,12,13,40,2,13,48
4304,0,66,27,20,29,45,15,18,36,2,17
4305,0,26,17,81,60,28,77,18,98,69,14
4306,1,72,48,63,10,20,0,23,42,13,48
4307,0,79,48,63,28,25,58,40,74,13,39
4308,0,42,10,74,7,2,77,18,74,23,48
4309,0,27,9,63,28,45,56,15,81,13,5
4310,0,19,39,29,3,34,56,4,44,13,48
4311,0,16,22,45,12,34,15,4,59,28,32
4312,0,0,20,75,12,12,49,14,28,40,48
4313,1,27,22,63,12,34,0,18,37,2,48
4314,0,84,10,46,73,11,39,5,59,13,14
4315,0,42,20,43,12,12,71,20,65,28,31
4316,0,84,20,75,72,2,59,5,59,13,35
4317,1,15,10,98,12,29,77,15,37,28,43
4318,0,27,22,95,28,29,77,4,77,13,31
4319,0,19,5,60,3,39,77,9,74,40,26
4320,1,16,5,60,56,28,23,9,42,27,14
4321,1,57,10,81,26,2,48,5,89,39,34
4322,1,56,34,91,7,39,2,0,73,13,48
4323,1,82,29,3,12,2,48,5,31,81,31
4324,1,26,20,75,12,28,69,5,59,28,26
4325,1,84,11,43,3,20,69,5,59,13,48
4326,1,27,34,16,12,12,21,18,58,28,43
4327,1,0,4,77,3,29,39,18,22,78,31
4328,1,59,31,10,29,39,23,5,59,27,35
4329,1,16,5,43,12,14,23,30,59,40,26
4330,1,62,19,81,3,11,48,5,89,13,14
4331,0,23,10,34,4,39,77,17,56,8,26
4332,0,27,11,75,26,28,48,20,34,13,48
4333,1,45,34,60,12,12,21,5,98,2,34
4334,0,76,22,95,12,12,23,5,45,70,51
4335,0,82,4,95,29,12,56,9,69,13,5
4336,1,27,31,74,73,29,37,18,10,2,10
4337,0,55,20,37,12,45,58,10,17,28,10
4338,0,72,10,34,73,29,13,8,95,52,34
4339,1,82,22,77,12,45,7,22,61,36,34
4340,0,84,11,21,3,47,58,7,73,40,14
4341,0,35,10,2,12,45,9,4,73,40,35
4342,0,26,20,98,3,22,58,8,40,13,5
4343,0,27,22,95,28,29,77,4,77,13,31
4344,1,72,20,44,12,20,0,10,89,27,35
4345,1,62,22,74,3,25,47,9,36,27,26
4346,0,23,5,95,3,39,22,28,43,28,31
4347,1,27,10,2,40,2,77,18,73,28,43
4348,1,62,17,21,80,9,48,36,95,13,14
4349,1,25,24,36,12,12,23,18,37,80,48
4350,1,26,22,63,3,29,0,18,98,21,10
4351,1,72,20,98,72,12,31,28,36,13,6
4352,1,25,31,16,7,20,23,20,44,11,35
4353,1,25,22,27,77,39,66,4,24,13,14
4354,1,47,10,56,40,20,38,17,73,27,43
4355,1,45,20,8,38,45,23,7,42,13,14
4356,0,73,10,12,51,26,0,12,81,13,5
4357,0,84,22,34,12,28,38,9,98,38,26
4358,0,72,5,70,58,45,77,9,14,28,43
4359,0,84,31,75,73,45,61,31,37,7,34
4360,1,47,22,63,28,2,77,9,98,13,13
4361,1,16,20,75,3,20,63,9,42,40,43
4362,0,27,22,95,28,29,77,4,77,13,31
4363,0,65,20,75,3,39,23,40,42,40,35
4364,1,16,10,81,29,20,22,7,44,8,43
4365,0,67,31,81,12,12,23,10,74,78,34
4366,1,84,5,77,52,28,63,9,42,13,14
4367,1,36,10,63,7,9,77,4,77,54,34
4368,0,56,39,29,3,2,0,40,98,69,35
4369,1,5,19,43,40,45,0,20,36,13,14
4370,1,72,10,63,7,39,77,40,74,13,1
4371,0,72,5,45,3,39,77,9,42,39,34
4372,0,47,10,2,58,39,63,44,42,13,1
4373,1,42,20,75,29,39,37,20,77,2,24
4374,1,16,4,77,12,12,69,36,2,2,35
4375,0,55,22,63,3,15,23,4,77,60,14
4376,1,27,37,77,34,38,71,5,65,2,43
4377,1,1,19,29,12,25,76,5,77,2,48
4378,0,82,22,77,12,45,7,22,61,36,34
4379,0,85,4,77,37,20,35,18,98,13,48
4380,1,78,10,27,84,39,77,14,77,27,6
4381,1,19,10,98,26,45,13,30,77,40,5
4382,1,67,31,44,12,34,19,4,77,27,14
4383,1,65,5,77,71,15,4,30,57,2,34
4384,1,27,22,95,28,29,77,4,77,13,31
4385,1,84,4,37,12,38,13,6,77,2,43
4386,1,0,22,75,12,17,5,4,77,57,13
4387,1,84,4,2,29,39,19,36,77,40,41
4388,1,76,11,77,12,1,76,17,22,2,42
4389,1,72,10,77,28,2,0,15,17,2,48
4390,1,15,25,16,12,45,5,5,77,28,43
4391,0,5,22,77,27,9,31,4,89,13,14
4392,1,84,4,77,72,39,22,28,62,81,26
4393,1,44,19,81,40,45,77,36,28,2,35
4394,0,47,11,75,72,8,47,17,2,57,43
4395,0,67,17,43,3,45,4,9,43,13,14
4396,0,27,20,44,3,45,47,17,17,13,43
4397,1,0,35,74,3,39,23,5,62,60,26
4398,1,27,22,95,28,29,77,4,77,13,31
4399,1,27,16,57,12,45,48,17,42,28,35
4400,1,27,20,17,31,45,56,17,43,57,31
4401,1,84,5,63,63,25,38,18,73,2,43
4402,0,84,16,63,12,45,35,10,50,2,43
4403,0,56,16,40,29,2,76,20,98,13,48
4404,0,65,42,0,29,29,48,20,48,75,34
4405,1,78,22,91,12,3,38,14,14,11,43
4406,0,37,20,98,12,45,77,17,57,69,31
4407,0,90,42,0,56,28,4,18,73,40,22
4408,0,16,9,8,3,5,77,17,36,13,48
4409,0,42,5,65,10,12,77,9,98,62,34
4410,1,55,11,74,12,20,4,20,42,2,35
4411,0,62,16,29,3,12,48,8,74,13,31
4412,0,84,5,77,63,2,0,8,79,11,35
4413,0,55,10,98,3,25,48,4,28,3,11
4414,1,84,10,46,73,11,39,5,59,13,14
4415,0,25,4,46,28,20,77,36,67,13,25
4416,1,0,10,21,28,25,54,40,14,13,48
4417,0,0,35,75,34,38,57,18,10,2,13
4418,1,66,20,43,12,12,38,28,43,75,34
4419,0,9,10,75,12,9,4,18,98,28,6
4420,1,71,4,63,40,2,4,18,22,13,48
4421,0,27,40,74,3,45,48,14,20,13,14
4422,1,72,20,44,12,20,0,10,89,27,35
4423,0,16,20,43,3,2,39,28,37,13,43
4424,1,55,20,98,29,29,77,20,22,2,5
4425,1,55,20,7,80,38,39,20,65,13,35
4426,1,84,22,81,12,12,38,9,67,68,19
4427,1,81,20,57,68,26,39,28,61,13,14
4428,1,26,20,81,68,25,77,20,22,28,35
4429,0,62,4,45,29,29,23,9,73,65,5
4430,1,60,31,35,72,29,38,18,14,65,5
4431,1,26,10,84,5,29,77,20,21,65,5
4432,0,62,4,57,28,20,7,9,2,65,2
4433,1,27,5,44,12,45,77,36,62,78,31
4434,0,62,25,74,3,39,77,31,43,27,10
4435,1,42,20,44,29,24,15,15,17,2,48
4436,0,85,4,77,37,20,35,18,98,13,48
4437,1,62,11,44,12,2,0,18,81,57,14
4438,1,42,7,70,29,39,77,5,90,2,30
4439,1,23,42,44,28,20,77,23,73,38,33
4440,0,6,31,44,3,3,19,36,67,68,35
4441,0,84,19,44,12,45,38,40,67,27,14
4442,1,63,42,44,12,12,63,9,12,3,31
4443,1,23,10,98,63,29,0,4,43,78,31
4444,1,84,13,43,12,20,15,18,43,2,43
4445,1,27,40,74,3,45,48,14,20,13,14
4446,1,72,20,44,12,20,0,10,89,27,35
4447,1,84,42,36,3,12,38,9,43,13,48
4448,1,23,5,95,3,39,22,28,43,28,31
4449,1,45,31,75,12,2,77,17,43,8,35
4450,0,3,20,27,1,44,23,9,59,27,15
4451,1,84,10,2,58,28,4,4,43,13,48
4452,1,0,20,44,3,12,4,10,67,28,35
4453,1,84,11,27,29,29,75,18,37,13,36
4454,1,72,10,46,72,39,38,5,6,75,14
4455,1,84,10,98,72,39,19,4,44,57,26
4456,1,62,4,98,40,39,0,20,74,80,48
4457,0,42,20,43,12,12,71,20,65,28,31
4458,1,0,20,81,80,2,13,28,37,69,35
4459,1,25,22,52,28,39,77,4,91,11,26
4460,0,80,20,45,40,12,58,9,74,28,43
4461,0,57,19,81,40,45,53,9,74,22,35
4462,1,84,10,8,3,28,75,18,44,8,14
4463,1,72,31,81,12,12,2,20,31,27,35
4464,1,0,39,63,29,29,48,14,65,2,43
4465,1,42,27,10,29,20,53,18,81,2,41
4466,0,27,22,74,27,37,47,9,98,3,43
4467,0,72,20,44,12,20,0,10,89,27,35
4468,0,84,19,21,3,18,25,18,17,39,34
4469,1,26,17,27,3,39,19,40,73,27,6
4470,0,55,31,74,40,12,77,2,22,28,43
4471,1,0,4,10,5,20,78,36,62,2,14
4472,0,27,20,21,5,18,64,8,59,2,14
4473,0,84,22,16,58,12,35,15,7,69,5
4474,1,84,39,2,68,8,23,4,48,28,43
4475,0,42,25,43,12,12,0,18,73,2,26
4476,0,27,40,29,3,29,53,20,59,40,8
4477,0,45,25,21,29,39,0,20,73,13,14
4478,1,84,22,21,3,25,21,9,81,13,5
4479,1,26,31,36,7,2,77,4,42,28,35
4480,1,84,31,10,68,29,63,9,43,13,48
4481,0,84,11,21,3,47,58,7,73,40,14
4482,1,84,17,97,12,39,38,9,44,28,35
4483,0,9,10,81,5,34,48,10,97,13,8
4484,1,62,4,2,40,15,14,10,48,2,43
