,gameResult,oChamp1,oChamp2,oChamp3,oChamp4,oChamp5,eChamp1,eChamp2,eChamp3,eChamp4,eChamp5
1997,0,44,31,75,28,29,77,9,81,13,5
1998,0,84,20,21,3,39,53,20,74,40,5
1999,0,67,37,67,12,45,0,18,74,2,41
2000,1,84,25,10,29,39,53,4,44,40,26
2001,0,73,31,81,3,15,77,18,85,13,50
2002,0,0,9,43,72,12,2,40,67,57,26
2003,0,84,42,81,12,12,31,18,98,28,26
2004,1,19,42,75,28,39,46,18,17,38,14
2005,1,72,20,36,29,5,76,22,22,55,34
2006,0,16,10,36,3,47,46,40,57,13,35
2007,1,23,10,81,63,25,77,30,24,81,35
2008,1,72,35,75,3,39,77,4,67,13,41
2009,1,23,22,17,16,45,77,18,27,2,34
2010,1,78,13,16,29,20,77,10,74,59,42
2011,0,32,4,91,64,28,21,17,34,2,17
2012,0,72,16,57,12,29,57,15,89,2,43
2013,0,55,20,98,28,9,46,12,74,13,48
2014,1,26,20,77,3,29,46,9,21,69,43
2015,1,38,10,26,28,5,13,4,28,26,35
2016,1,0,42,81,12,45,4,12,42,2,5
2017,0,0,9,93,73,12,22,31,22,39,34
2018,1,26,4,74,28,38,56,31,80,39,34
2019,0,22,11,74,27,39,77,20,2,2,14
2020,1,84,17,81,30,28,15,28,98,13,22
2021,0,85,4,75,25,12,15,20,98,13,48
2022,0,84,5,10,10,39,15,20,17,2,31
2023,1,84,4,67,3,39,22,28,44,60,29
2024,1,67,22,45,28,12,77,4,42,40,48
2025,1,78,22,63,28,39,0,10,73,78,34
2026,1,53,4,75,12,12,0,9,22,28,32
2027,1,27,4,98,40,29,77,15,43,52,34
2028,1,56,22,31,63,45,21,4,10,28,24
2029,1,55,12,20,28,39,77,20,42,13,26
2030,0,24,10,16,29,20,77,17,45,2,41
2031,1,16,4,45,63,29,23,9,81,2,26
2032,1,84,4,21,3,20,38,5,44,51,34
2033,1,5,16,19,72,12,31,6,33,78,34
2034,0,0,4,81,40,39,47,20,91,2,6
2035,0,42,20,43,12,12,71,20,65,28,31
2036,0,23,16,31,3,11,77,9,8,13,5
2037,0,45,4,57,3,14,23,40,18,67,26
2038,1,84,22,34,12,28,38,9,98,38,26
2039,1,62,16,43,12,12,31,20,44,28,5
2040,0,84,9,93,7,2,53,9,81,28,43
2041,1,84,4,65,40,39,22,7,44,2,42
2042,1,26,19,14,3,39,37,14,77,13,14
2043,0,84,20,43,3,29,23,10,43,27,16
2044,0,27,17,2,12,45,19,18,10,28,43
2045,1,58,4,9,58,39,53,18,98,13,24
2046,0,0,9,43,72,12,2,40,67,57,26
2047,0,81,10,12,27,39,23,20,81,2,26
2048,0,25,22,98,3,39,53,4,31,25,34
2049,1,57,6,60,40,45,77,18,91,13,14
2050,0,26,11,14,72,12,63,40,74,57,29
2051,1,72,10,75,40,20,38,18,2,2,43
2052,0,57,10,81,58,45,4,7,22,69,26
2053,0,72,10,98,3,45,77,23,2,40,43
2054,0,84,37,36,81,23,15,20,74,7,34
2055,1,73,31,43,4,2,48,20,33,2,26
2056,0,27,20,36,40,5,21,40,98,70,10
2057,0,27,22,67,72,12,69,9,98,2,48
2058,1,27,20,43,63,20,58,4,95,75,34
2059,0,62,5,45,12,45,58,8,42,75,43
2060,0,72,20,98,12,28,0,4,59,70,43
2061,1,25,20,20,3,39,63,28,45,68,14
2062,1,27,39,98,38,12,58,28,42,60,26
2063,0,55,31,36,12,12,53,31,98,25,48
2064,0,27,20,81,73,12,77,20,62,13,19
2065,1,29,5,98,3,37,37,20,91,40,29
2066,0,42,22,16,22,23,77,18,98,2,26
2067,1,1,10,93,12,45,4,4,98,2,43
2068,0,56,10,43,12,45,77,10,98,2,43
2069,1,47,10,43,71,45,47,18,98,13,14
2070,1,53,4,75,12,12,0,9,22,28,32
2071,1,84,42,98,12,12,63,31,42,2,26
2072,1,0,16,45,72,25,23,4,98,60,35
2073,0,0,20,43,7,2,19,47,74,2,43
2074,1,81,35,98,28,39,24,4,42,78,12
2075,1,47,22,63,12,20,77,28,91,12,34
2076,0,16,4,77,12,12,69,36,2,2,35
2077,1,44,31,75,28,29,77,9,81,13,5
2078,0,84,4,98,72,29,35,37,0,28,29
2079,1,84,10,67,28,45,53,31,17,13,14
2080,0,26,5,31,12,45,56,17,17,7,26
2081,1,84,42,81,71,45,39,18,10,2,43
2082,1,0,22,74,40,29,43,9,65,13,14
2083,0,47,10,16,42,28,77,3,91,60,35
2084,1,26,4,74,28,38,56,31,80,39,34
2085,1,84,29,43,12,37,39,40,2,28,35
2086,0,27,20,44,3,45,47,17,17,13,43
2087,0,27,22,44,12,3,0,9,5,79,43
2088,1,84,5,10,10,39,15,20,17,2,31
2089,0,53,4,75,12,12,0,9,22,28,32
2090,0,27,4,98,40,29,77,15,43,52,34
2091,0,26,20,21,28,28,15,5,44,28,8
2092,0,14,20,74,15,45,49,4,0,2,5
2093,0,27,31,86,3,29,0,32,57,60,43
2094,0,0,22,81,80,9,47,28,74,13,14
2095,0,62,20,43,3,3,31,9,22,68,35
2096,1,62,10,14,73,2,15,40,44,2,26
2097,0,55,42,74,12,12,76,15,81,40,48
2098,0,35,31,18,12,45,76,40,73,2,5
2099,0,45,10,18,25,28,47,17,42,2,35
2100,1,23,4,29,40,45,0,20,62,2,43
2101,1,56,5,19,3,0,63,10,58,28,35
2102,0,72,31,43,3,12,0,18,22,13,35
2103,0,0,35,74,3,39,23,5,62,60,26
2104,1,16,42,37,12,45,53,28,74,25,10
2105,1,23,10,81,63,25,77,30,24,81,35
2106,0,25,4,0,5,3,35,36,65,2,43
2107,1,25,10,32,36,3,22,17,69,60,43
2108,0,27,20,2,3,23,35,23,12,28,8
2109,1,30,22,85,80,29,47,9,32,17,26
2110,0,16,5,60,56,28,23,9,42,27,14
2111,0,19,42,43,72,8,53,20,8,78,12
2112,0,53,4,75,12,12,0,9,22,28,32
2113,1,72,10,57,28,26,53,18,74,13,48
2114,0,56,22,31,63,45,21,4,10,28,24
2115,0,47,22,63,12,20,77,28,91,12,34
2116,1,84,42,14,38,47,53,36,59,2,34
2117,1,19,19,57,39,28,63,9,13,2,43
2118,0,84,11,43,29,12,22,34,31,2,31
2119,0,56,4,9,29,20,23,9,98,13,14
2120,0,0,22,75,80,25,75,4,62,75,48
2121,0,84,17,98,28,29,49,18,74,2,19
2122,1,25,25,75,29,39,13,5,81,38,35
2123,0,72,20,81,29,29,75,20,31,13,31
2124,1,55,20,43,28,25,58,4,28,40,14
2125,0,27,42,74,58,12,2,8,91,13,48
2126,1,84,25,10,29,39,53,4,44,40,26
2127,1,73,31,81,3,15,77,18,85,13,50
2128,0,14,4,65,17,25,47,8,77,78,35
2129,0,27,20,75,3,39,15,28,98,13,41
2130,0,84,17,81,30,28,15,28,98,13,22
2131,1,27,19,16,29,20,38,36,44,13,48
2132,1,27,22,95,28,29,77,4,77,13,31
2133,1,72,20,44,12,20,0,10,89,27,35
2134,1,84,19,21,3,18,25,18,17,39,34
2135,0,27,4,45,58,45,75,20,28,69,1
2136,0,84,42,14,38,47,53,36,59,2,34
2137,1,5,20,14,28,39,53,20,62,69,41
2138,1,16,22,65,29,29,35,4,39,13,1
2139,1,63,4,45,12,39,48,20,11,40,14
2140,1,45,4,57,3,14,23,40,18,67,26
2141,0,23,10,36,12,26,77,18,42,2,5
2142,0,84,22,74,4,12,19,18,74,22,5
2143,1,38,10,26,28,5,13,4,28,26,35
2144,1,5,5,43,3,20,23,18,36,60,43
2145,0,14,20,0,1,5,35,5,31,3,43
2146,0,23,19,43,3,3,77,18,73,60,43
2147,1,84,42,81,12,12,31,18,98,28,26
2148,0,27,42,75,3,29,15,12,34,40,13
2149,1,26,17,27,3,39,19,40,73,27,6
2150,1,55,31,74,40,12,77,2,22,28,43
2151,0,0,10,21,40,39,22,31,73,2,48
2152,0,84,20,21,72,37,22,4,69,2,43
2153,1,5,10,2,3,39,77,18,35,13,14
2154,1,26,22,45,29,39,69,14,36,40,48
2155,1,62,16,77,3,39,7,18,98,13,48
2156,0,72,22,77,68,38,77,5,55,28,43
2157,0,84,22,77,72,37,19,9,67,13,1
2158,1,26,10,3,7,39,38,14,77,38,50
2159,1,55,20,98,28,9,46,12,74,13,48
2160,0,67,22,98,3,11,0,36,22,56,34
2161,1,72,19,60,12,28,19,20,98,38,13
2162,1,55,20,12,58,29,73,20,77,13,48
2163,0,42,5,77,12,38,21,28,42,76,14
2164,0,0,5,77,38,2,69,4,42,13,32
2165,1,45,5,77,3,39,39,4,31,13,14
2166,0,45,22,77,10,15,22,18,98,2,14
2167,0,27,22,14,58,29,5,5,62,13,43
2168,0,84,22,98,3,45,53,18,42,40,43
2169,1,84,20,98,29,39,22,20,81,25,35
2170,1,59,22,31,38,2,77,18,98,43,34
2171,1,27,22,63,80,26,38,18,98,2,41
2172,1,81,4,65,40,17,15,20,62,8,43
2173,1,62,22,77,3,11,19,5,62,27,35
2174,0,19,38,74,12,45,2,20,62,27,43
2175,1,26,22,37,12,12,3,44,73,54,19
2176,1,57,22,98,73,12,47,28,36,13,1
2177,0,36,31,36,12,12,58,20,37,27,6
2178,1,37,22,98,29,20,58,18,74,27,43
2179,1,5,20,37,3,25,35,20,95,60,48
2180,0,16,20,43,3,2,39,28,37,13,43
2181,1,55,20,98,29,29,77,20,22,2,5
2182,0,47,10,44,12,28,38,20,10,2,48
2183,1,36,17,77,38,2,28,28,10,26,34
2184,0,1,19,98,4,29,22,20,59,2,14
2185,0,45,10,98,3,29,48,17,97,13,48
2186,1,84,19,98,30,28,38,9,44,8,26
2187,1,22,31,98,12,47,22,18,81,2,43
2188,0,45,10,98,72,28,16,20,31,22,48
2189,0,9,17,75,12,45,13,20,98,28,5
2190,1,55,22,45,28,29,39,9,98,40,43
2191,0,45,16,45,12,12,76,10,98,2,43
2192,1,82,16,45,3,45,23,17,98,54,34
2193,1,84,10,75,39,28,19,4,73,3,35
2194,1,8,19,40,3,39,22,9,22,28,6
2195,0,25,31,21,12,28,15,2,74,40,14
2196,0,84,10,75,29,20,48,20,30,2,14
2197,1,19,5,93,26,39,49,14,65,22,34
2198,1,19,5,60,3,39,77,9,74,40,26
2199,1,84,37,36,81,23,15,20,74,7,34
2200,1,0,25,67,3,12,21,17,14,17,34
2201,0,84,10,75,26,20,23,18,98,28,32
2202,1,72,20,43,58,3,21,23,8,27,28
2203,1,27,22,70,47,28,39,28,44,69,14
2204,0,9,20,10,12,28,4,15,73,27,31
2205,0,25,17,98,28,14,2,9,81,28,35
2206,1,44,10,75,82,25,77,20,42,54,34
2207,0,16,20,67,3,39,0,9,34,40,26
2208,1,27,22,14,58,29,5,5,62,13,43
2209,0,42,39,76,3,20,77,20,74,28,24
2210,0,52,16,63,29,29,23,23,53,6,14
2211,0,0,42,81,12,11,38,28,17,57,48
2212,1,84,22,74,4,12,19,18,74,22,5
2213,0,85,39,75,6,0,58,4,89,23,5
2214,1,62,4,74,80,29,39,18,62,8,43
2215,0,76,20,75,28,29,47,34,44,78,26
2216,0,9,10,74,12,39,77,8,65,78,11
2217,1,84,31,16,58,39,23,18,54,70,6
2218,0,9,4,43,28,29,23,10,74,68,48
2219,0,72,10,75,3,29,23,20,43,13,26
2220,1,36,42,45,28,2,0,36,69,2,43
2221,1,36,7,31,38,29,63,18,67,27,26
2222,1,84,31,14,28,2,0,40,98,2,35
2223,0,84,42,67,63,47,21,20,64,2,48
2224,1,66,20,43,12,12,38,28,43,75,34
2225,0,84,42,75,3,28,15,28,57,13,31
2226,1,16,19,46,28,20,15,9,57,2,10
2227,0,27,22,95,28,29,77,4,77,13,31
2228,0,5,10,75,26,8,0,20,59,13,48
2229,0,84,19,21,3,18,25,18,17,39,34
2230,0,27,20,75,12,39,77,28,81,8,6
2231,1,67,22,17,1,2,77,18,73,27,26
2232,0,45,10,21,40,45,23,17,36,27,14
2233,1,9,10,74,12,39,77,8,65,78,11
2234,0,62,10,43,12,12,58,4,74,24,33
2235,1,72,22,31,79,28,37,28,81,28,43
2236,0,72,20,81,12,0,36,17,2,27,35
2237,1,30,31,12,40,29,47,18,68,68,19
2238,1,0,7,60,72,3,60,18,81,28,5
2239,1,27,22,2,3,3,4,17,17,13,5
2240,1,0,10,98,40,25,13,17,2,2,35
2241,0,0,40,60,3,3,13,20,74,13,43
2242,0,62,10,43,58,12,47,20,69,13,48
2243,1,55,9,93,28,39,75,17,65,13,34
2244,1,27,22,14,58,29,5,5,62,13,43
2245,1,36,9,93,3,20,23,9,2,54,34
2246,1,1,20,74,29,39,23,17,34,38,35
2247,0,82,22,21,5,12,15,23,67,13,48
2248,1,68,10,75,3,20,19,20,98,13,43
2249,1,16,19,21,29,9,4,18,74,13,1
2250,0,84,22,74,4,12,19,18,74,22,5
2251,0,0,42,81,12,45,4,12,42,2,5
2252,0,62,4,37,80,9,77,36,74,10,11
2253,1,84,5,0,63,29,4,4,62,2,43
2254,1,72,31,43,3,12,0,18,22,13,35
2255,1,23,10,98,63,29,0,4,43,78,31
2256,1,23,39,45,72,12,77,18,17,39,34
2257,1,19,20,81,72,8,21,4,57,78,12
2258,1,50,20,45,12,45,0,28,73,27,14
2259,1,55,20,16,3,15,13,9,73,13,14
2260,1,0,5,16,28,39,13,36,95,60,34
2261,0,71,16,2,52,29,0,4,95,39,34
2262,1,5,42,75,3,7,53,5,2,28,35
2263,0,27,10,21,38,12,77,20,33,40,6
2264,1,72,19,31,63,32,77,9,2,78,34
2265,0,72,20,21,3,25,77,4,12,28,43
2266,1,84,37,36,81,23,15,20,74,7,34
2267,1,84,31,2,78,26,37,9,42,38,43
2268,0,1,5,91,12,45,48,9,74,11,6
2269,0,25,20,44,3,29,23,28,74,12,29
2270,1,72,10,76,12,12,21,18,81,27,43
2271,0,84,11,21,3,47,58,7,73,40,14
2272,0,55,42,74,12,12,76,15,81,40,48
2273,1,35,31,18,12,45,76,40,73,2,5
2274,0,67,37,67,12,45,0,18,74,2,41
2275,0,0,10,46,3,14,58,28,17,27,26
2276,1,62,4,37,80,9,77,36,74,10,11
2277,1,72,31,43,3,12,0,18,22,13,35
2278,0,84,5,10,10,39,15,20,17,2,31
2279,0,67,10,10,29,39,60,23,36,3,14
2280,0,0,5,16,28,39,13,36,95,60,34
2281,0,16,31,20,28,39,53,20,74,28,6
2282,1,84,4,67,3,39,22,28,44,60,29
2283,1,67,22,45,28,12,77,4,42,40,48
2284,1,27,4,63,3,20,58,40,18,78,14
2285,0,72,10,12,77,28,53,15,17,40,14
2286,0,84,9,93,52,12,47,28,73,2,43
2287,1,25,10,32,36,3,22,17,69,60,43
2288,1,42,22,74,12,23,21,12,2,40,48
2289,1,57,10,81,58,45,4,7,22,69,26
2290,0,42,7,70,29,39,77,5,90,2,30
2291,1,23,31,44,29,39,77,9,18,60,5
2292,1,84,10,67,12,2,31,17,37,69,43
2293,1,16,10,36,3,47,46,40,57,13,35
2294,0,23,10,81,63,25,77,30,24,81,35
2295,0,84,4,67,3,39,22,28,44,60,29
2296,0,84,20,21,72,37,22,4,69,2,43
2297,1,45,32,74,12,12,77,9,22,27,35
2298,0,27,4,63,3,20,58,40,18,78,14
2299,1,72,20,21,3,25,77,4,12,28,43
2300,1,55,31,36,12,12,53,31,98,25,48
2301,1,47,20,81,0,28,77,20,73,2,48
2302,1,44,20,21,28,9,11,7,73,45,32
2303,1,65,20,91,29,20,35,40,22,13,14
2304,0,56,22,31,63,45,21,4,10,28,24
2305,1,28,13,44,33,25,77,40,18,36,11
2306,0,84,16,63,12,29,53,4,37,39,34
2307,0,62,20,68,29,29,13,28,8,27,6
2308,1,82,25,43,12,14,77,37,43,28,43
2309,1,27,35,75,71,45,77,5,81,2,26
2310,1,36,39,91,10,39,53,28,10,2,6
2311,0,84,17,21,21,29,39,18,74,13,14
2312,0,0,31,98,29,39,38,9,74,13,48
2313,0,56,22,31,63,45,21,4,10,28,24
2314,1,62,22,12,12,28,49,9,74,2,5
2315,1,55,25,16,28,2,71,10,10,13,34
2316,0,42,17,10,12,45,56,18,98,2,5
2317,0,55,10,75,58,45,23,36,62,8,14
2318,1,62,42,75,3,20,48,20,31,28,14
2319,0,42,25,43,28,20,24,18,43,13,5
2320,1,25,10,62,30,28,22,36,74,40,6
2321,1,25,22,75,40,20,0,12,14,13,8
2322,1,0,10,10,63,39,23,20,62,13,14
2323,1,62,25,75,12,12,34,5,62,27,35
2324,1,29,10,23,65,29,35,5,12,2,24
2325,1,84,31,10,28,3,35,8,60,11,43
2326,1,84,19,95,63,45,53,20,98,69,47
2327,0,84,31,39,12,39,38,12,10,28,35
2328,0,68,34,75,3,20,0,5,59,13,31
2329,0,84,20,74,39,28,23,28,22,28,35
2330,0,84,42,81,71,45,39,18,10,2,43
2331,1,0,42,98,3,3,53,4,44,13,21
2332,0,62,5,26,3,39,77,9,36,13,14
2333,0,27,20,43,63,20,58,4,95,75,34
2334,1,27,4,63,3,20,58,40,18,78,14
2335,0,36,13,95,4,2,0,36,62,60,41
2336,0,72,10,12,77,28,53,15,17,40,14
2337,1,84,4,29,28,12,53,18,74,28,35
2338,0,16,20,43,29,29,22,40,22,13,14
2339,0,57,10,81,58,45,4,7,22,69,26
2340,1,58,5,59,40,14,75,9,62,28,35
2341,0,42,34,20,28,12,49,18,81,2,35
2342,1,16,5,60,56,28,23,9,42,27,14
2343,0,19,42,43,72,8,53,20,8,78,12
2344,1,16,10,44,12,12,77,17,42,8,48
2345,0,0,16,98,40,3,15,20,81,11,43
2346,1,27,39,98,38,12,58,28,42,60,26
2347,1,84,4,74,3,12,35,8,91,60,35
2348,1,23,10,67,58,12,77,4,44,13,12
2349,0,84,42,74,12,45,47,18,14,2,35
2350,0,81,20,81,12,38,25,4,38,2,19
2351,1,84,9,93,52,12,47,28,73,2,43
2352,1,72,35,75,3,39,77,4,67,13,41
2353,0,62,22,21,29,12,77,18,14,3,13
2354,1,27,9,60,28,14,21,31,67,2,43
2355,0,57,22,45,12,45,77,9,42,28,5
2356,1,78,22,63,28,39,0,10,73,78,34
2357,0,30,22,85,80,29,47,9,32,17,26
2358,0,89,25,68,12,2,76,8,62,2,34
2359,0,72,20,67,28,12,35,20,58,13,48
2360,0,27,20,98,3,20,53,40,42,13,14
2361,0,19,42,2,3,39,0,28,98,13,5
2362,0,45,7,63,3,2,23,4,18,40,13
2363,1,45,9,93,3,12,15,9,81,13,26
2364,0,47,20,81,0,28,77,20,73,2,48
2365,1,44,20,21,28,9,11,7,73,45,32
2366,0,65,20,91,29,20,35,40,22,13,14
2367,1,36,31,75,58,45,53,4,62,69,1
2368,0,28,13,44,33,25,77,40,18,36,11
2369,1,6,19,21,39,28,22,15,34,28,5
2370,0,27,4,98,40,29,77,15,43,52,34
2371,1,36,31,75,58,45,53,4,62,69,1
2372,0,28,13,44,33,25,77,40,18,36,11
2373,0,1,20,45,3,12,77,9,42,40,43
2374,0,16,22,74,72,11,31,15,59,13,5
2375,1,47,42,65,72,39,22,9,76,78,6
2376,1,75,20,98,5,18,53,34,17,2,43
2377,1,45,10,98,28,46,53,4,59,13,12
2378,1,16,20,75,72,39,10,28,59,28,42
2379,0,26,25,34,28,26,77,20,59,13,35
2380,1,72,10,60,3,2,58,23,81,13,34
2381,1,65,20,44,80,26,77,20,0,38,35
2382,1,84,39,45,3,28,38,4,59,40,48
2383,1,5,17,81,58,12,49,30,28,13,5
2384,1,72,10,60,38,25,38,4,77,5,34
2385,0,76,9,29,28,29,2,18,43,40,26
2386,0,42,25,44,3,29,80,40,42,40,11
2387,1,0,22,25,29,48,41,14,28,13,48
2388,0,56,41,43,29,26,23,14,44,13,31
2389,1,27,19,98,61,25,77,28,8,30,32
2390,1,45,22,16,3,11,47,18,91,8,43
2391,0,27,10,36,12,2,21,8,91,8,31
2392,1,81,4,60,12,45,7,36,2,40,5
2393,0,28,13,44,33,25,77,40,18,36,11
2394,1,36,10,81,80,25,53,7,73,2,8
2395,0,81,4,29,72,7,22,20,2,57,31
2396,0,84,10,36,10,29,39,40,21,38,8
2397,0,82,10,54,28,20,58,20,98,13,14
2398,1,84,4,63,12,25,37,9,2,27,32
2399,1,65,39,45,12,25,23,4,98,40,14
2400,1,85,19,23,3,12,23,5,10,13,31
2401,1,84,22,63,28,25,35,28,81,60,43
2402,1,55,10,44,3,39,35,4,59,40,31
2403,1,81,5,63,3,12,39,18,98,13,31
2404,1,66,31,43,3,39,75,4,69,13,48
2405,1,88,22,75,52,29,49,21,73,2,42
2406,1,88,16,9,28,29,13,4,67,65,42
2407,1,67,9,63,3,26,2,5,31,13,31
2408,0,84,11,43,29,12,22,34,31,2,31
2409,0,56,4,9,29,20,23,9,98,13,14
2410,0,0,22,75,80,25,75,4,62,75,48
2411,0,84,17,98,28,29,49,18,74,2,19
2412,1,25,25,75,29,39,13,5,81,38,35
2413,0,72,20,81,29,29,75,20,31,13,31
2414,1,55,20,43,28,25,58,4,28,40,14
2415,0,27,42,74,58,12,2,8,91,13,48
2416,1,84,25,10,29,39,53,4,44,40,26
2417,0,16,20,75,3,39,4,20,17,13,35
2418,1,67,37,77,38,45,22,18,67,39,34
2419,1,62,44,98,40,8,0,4,87,27,35
2420,1,25,22,98,3,39,53,4,31,25,34
2421,0,25,42,21,28,12,75,9,44,13,5
2422,0,0,4,21,12,45,21,28,74,38,5
2423,0,27,10,2,3,24,32,4,22,28,43
2424,1,57,13,74,12,12,31,40,22,2,5
2425,0,67,31,75,53,28,2,40,98,2,14
2426,1,27,6,45,3,2,77,20,59,40,43
2427,1,60,42,12,29,29,53,9,22,2,43
2428,0,0,10,21,40,39,22,31,73,2,48
2429,0,0,22,21,72,18,77,18,73,78,35
2430,0,67,22,45,26,27,47,9,22,13,5
2431,0,25,42,21,28,12,75,9,44,13,5
2432,0,0,4,21,12,45,21,28,74,38,5
2433,0,27,10,2,3,24,32,4,22,28,43
2434,1,57,13,74,12,12,31,40,22,2,5
2435,1,84,13,21,80,15,48,20,69,2,14
2436,1,72,10,36,30,28,23,18,22,13,48
2437,0,84,5,60,40,25,22,4,22,28,35
2438,0,44,20,21,28,9,11,7,73,45,32
2439,1,82,5,45,12,24,77,4,22,28,22
2440,0,52,4,57,58,45,70,40,22,13,14
2441,1,28,13,44,33,25,77,40,18,36,11
2442,1,16,35,75,12,12,22,4,22,2,34
2443,0,84,39,93,63,9,37,18,21,13,35
2444,1,84,4,21,3,20,38,5,44,51,34
2445,0,26,10,21,68,9,58,20,74,42,31
2446,0,0,22,93,29,29,47,9,22,43,34
2447,1,27,5,81,64,28,79,20,22,2,35
2448,0,55,20,75,39,28,13,28,98,13,14
2449,1,16,20,20,29,39,77,15,37,2,14
2450,1,0,20,74,29,39,77,10,2,27,35
2451,1,26,22,43,29,39,77,4,47,13,48
2452,0,36,39,91,10,39,53,28,10,2,6
2453,1,0,38,20,12,2,13,28,73,2,14
2454,1,25,22,31,29,29,63,28,10,40,8
2455,1,73,4,70,3,0,53,20,81,28,43
2456,1,1,20,45,3,12,77,9,42,40,43
2457,1,73,31,63,12,45,34,40,28,11,31
2458,0,26,31,70,80,28,13,11,74,76,32
2459,0,27,39,29,3,20,0,9,42,40,31
2460,0,67,39,60,3,39,35,5,10,27,31
2461,0,78,31,67,12,20,48,7,55,57,14
2462,1,62,20,43,47,28,25,40,69,2,17
2463,1,26,10,16,12,21,38,17,74,2,14
2464,1,67,22,32,41,25,77,18,81,13,14
2465,0,68,10,75,12,2,77,17,14,40,14
2466,0,67,5,29,29,39,5,18,2,2,19
2467,1,62,25,36,12,45,23,5,44,57,5
2468,0,27,4,45,58,45,75,20,28,69,1
2469,1,63,10,37,34,38,77,4,8,69,14
2470,1,45,4,60,3,39,77,9,21,60,42
2471,0,81,20,60,4,2,0,4,28,2,34
2472,1,62,17,98,3,28,77,4,44,13,48
2473,0,84,10,74,10,17,53,40,17,70,48
2474,0,45,10,16,22,14,9,31,74,13,41
2475,0,84,4,60,29,39,15,28,73,13,48
2476,0,80,20,45,40,12,58,9,74,28,43
2477,1,42,27,10,29,20,53,18,81,2,41
2478,1,27,22,74,27,37,47,9,98,3,43
2479,1,65,20,75,3,39,23,40,42,40,35
2480,0,67,19,2,5,2,13,20,31,27,51
2481,1,57,4,98,40,2,0,9,42,2,26
2482,0,55,10,96,38,2,49,36,28,2,48
2483,1,45,5,95,3,20,0,20,69,51,34
2484,1,45,17,75,28,45,23,4,0,2,34
2485,1,44,40,45,80,8,13,20,59,2,35
2486,0,76,20,98,39,28,77,14,62,28,43
2487,1,79,10,75,28,12,58,20,31,2,43
2488,1,0,4,21,3,28,21,40,57,28,35
2489,0,16,4,77,12,12,69,36,2,2,35
2490,1,84,42,3,12,25,37,10,17,27,35
2491,1,84,20,2,3,39,64,4,55,28,35
2492,0,85,5,31,12,20,21,18,14,28,43
2493,1,27,19,98,3,39,76,15,4,3,19
2494,0,67,31,3,35,15,38,40,17,13,41
2495,0,36,18,81,12,0,53,28,8,2,8
2496,0,66,31,27,28,39,15,36,95,2,35
2497,1,76,4,74,26,4,3,28,65,60,17
2498,1,27,16,57,12,45,48,17,42,28,35
2499,0,72,20,91,58,25,35,40,67,13,48
2500,0,72,5,45,3,39,77,9,42,39,34
2501,1,84,4,81,12,28,63,5,95,40,48
2502,1,62,10,35,12,39,75,40,59,2,14
2503,1,27,17,20,40,45,56,40,44,2,34
2504,1,27,5,10,3,28,53,36,21,28,14
2505,0,57,31,3,3,39,71,4,98,40,35
2506,1,42,10,2,40,29,48,20,67,2,43
2507,1,49,19,2,39,28,12,9,98,2,43
2508,1,65,19,74,12,34,22,18,22,69,48
2509,1,16,4,77,12,12,69,36,2,2,35
2510,0,42,25,43,12,12,0,18,73,2,26
2511,0,23,42,74,12,12,0,28,2,2,26
2512,1,26,19,14,3,39,37,14,77,13,14
2513,1,72,20,2,72,29,77,20,44,23,34
2514,0,55,31,98,12,47,51,4,89,68,14
2515,1,82,10,20,12,45,77,20,73,27,34
2516,0,84,42,67,63,47,21,20,64,2,48
2517,0,66,20,43,12,12,38,28,43,75,34
2518,1,84,42,75,3,28,15,28,57,13,31
2519,1,52,20,7,80,9,76,4,62,38,6
2520,1,84,20,81,56,38,54,22,73,13,34
2521,1,84,10,74,12,28,35,20,17,2,48
2522,1,26,10,21,72,45,77,29,98,78,1
2523,1,75,39,81,12,28,77,4,43,2,48
2524,0,13,19,2,72,11,58,32,45,61,34
2525,1,5,31,97,72,45,0,18,22,65,35
2526,0,5,5,60,12,29,35,4,98,69,34
2527,0,84,4,81,12,28,63,5,95,40,48
2528,0,45,17,74,72,45,0,12,43,13,14
2529,0,22,48,81,3,45,77,15,67,40,35
2530,0,25,5,77,28,39,0,18,81,13,5
2531,1,84,4,77,35,15,63,15,81,38,26
2532,1,72,17,65,12,28,38,28,81,28,14
2533,1,66,10,16,3,25,35,17,74,40,14
2534,0,0,22,63,3,45,38,18,65,60,42
2535,0,44,10,43,40,5,77,45,22,2,35
2536,1,84,31,75,12,45,4,40,97,8,43
2537,0,55,4,65,27,28,63,5,61,13,48
2538,0,19,5,65,3,37,76,44,73,27,43
2539,0,0,5,45,12,12,23,4,65,2,48
2540,0,89,5,60,29,29,39,9,74,27,14
2541,1,42,10,16,21,3,48,17,90,73,43
2542,1,51,25,16,26,39,30,18,2,40,14
2543,0,56,5,31,12,28,39,9,98,3,14
2544,0,27,23,21,63,15,77,28,12,69,26
2545,0,27,10,20,72,39,35,18,3,78,31
2546,1,27,31,16,12,45,77,18,2,2,5
2547,0,45,10,43,78,26,34,17,20,26,43
2548,0,62,20,98,12,2,52,15,81,27,32
2549,1,45,4,70,78,20,39,9,73,2,32
2550,0,67,4,57,58,8,48,28,42,13,31
2551,0,27,10,16,10,29,77,28,36,3,5
2552,0,84,17,98,72,2,63,9,57,65,19
2553,0,56,20,50,77,28,13,38,98,13,19
